,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,3,633605197,False,0.100710920989513,5160,1580,7700,5.20869931928025e-05,2.78593819011982e-05,0.0314806472711752,1129.98369392471,8.37978057861328e-06,127140981,1094,158472888320.0,245541600.0,7729808.5,6840.63720703125,0.30078846
1,1,633602807,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,1039,8560813568.0,36730800.0,0.0,0.0,0.04499523
2,2,633601651,False,0.582901000976562,5160,1970,7750,0.0397113719911213,0.000347825378897458,0.599651784129736,1724.0023888726,0.00638878467277832,127140981,453,9416508172544.0,14994117000.0,8991249010.5,5215334.42675781,18.367793325
3,1,633602713,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,1116,521990944.0,13062600.0,0.0,0.0,0.016001685
4,2,633601833,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,642,7156792320.0,69505200.0,0.0,0.0,0.08514387
5,3,633605294,False,0.393192946910858,6230,3770,7300,0.00158196149055613,0.000159493909025168,0.120655489227897,756.489636283589,0.00025450672734375,127140981,262,388660936704.0,1302624000.0,157168736.0,207760.59375,1.5957144
6,1,633602493,False,0.188024163246155,8380,5540,5380,2.11681090464395e-05,9.96233357000165e-05,0.0518793947994709,520.755432128906,3.40553558959961e-06,127140981,607344846,9541540864.0,27905400.0,1447715.25,2780.02905273438,0.034184115
7,3,633604335,False,1.0,5310,3950,7400,1.87351136716655,0.00610197047439869,23.4181169722763,3837.79585144321,0.301411412063672,127140981,477,18201649716832.0,40323061760.0,944290176976.0,246050132.296875,49.395750656
8,2,633601339,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,27,6101757440.0,30789000.0,0.0,0.0,0.037716525
9,3,633605048,True,1.0,5110,2660,7290,0.00252354682179445,0.925942828470186,8933.55337010985,9648.06151678888,0.000405989429418945,127140981,983,3234189984.0,357927.00390625,3197559992.0,331419.942382812,0.000438460579785156
10,1,633603372,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,434,191015829504.0,437602496.0,0.0,0.0,0.5360630576
11,3,633605298,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,10704,253302169600.0,617394624.0,0.0,0.0,0.7563084144
12,3,633604035,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,214,160673398784.0,708989376.0,0.0,0.0,0.8685119856
13,2,633601573,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,358,9839192064.0,21245400.0,0.0,0.0,0.026025615
14,3,633604777,True,1.0,5110,2660,7290,0.00241438106507577,0.939147369549277,9073.99746948339,9661.95270699449,0.00038842678984375,127140981,776,3091151872.0,337628.6875,3063641856.0,317083.09375,0.0004135951421875
15,1,633603055,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,849,7565275136.0,23471100.0,0.0,0.0,0.0287520975
16,1,633603458,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,305,23320377344.0,74012400.0,0.0,0.0,0.09066519
17,3,633603924,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,122,42045171712.0,329340608.0,0.0,0.0,0.4034422448
18,2,633602479,False,0.408329159021378,6960,5240,7610,0.000524255725443693,2.69105489506038e-05,0.0218117679584406,810.528540256746,8.43425138793945e-05,127140981,290,720485488640.0,2558514576.0,55805726.25,68851.0317382812,3.1341803556
19,3,633604407,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,127140981,556,45836969984.0,126860400.0,0.0,0.0,0.15540399
20,2,633602006,False,0.0948617160320282,7850,5070,6730,3.78238728468549e-05,4.58394097222481e-05,0.0315807610750198,688.943481445312,6.08512290039062e-06,127140981,804,35176615936.0,108366304.0,3422290.5,4967.447265625,0.1327487224
