,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,3,635765446,False,0.433468520641327,7850,5320,7380,0.00866439444711126,0.000329534933626845,0.652906530385697,1981.29686343066,0.000563125303125,309427991,381,911076622336.0,1394978432.0,910790528.0,459694.125,1.7088485792
1,1,635765131,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,309427991,64,57105047552.0,72501296.0,0.0,0.0,0.0888140876
2,3,635765964,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,309427991,1125,369521082368.0,557949568.0,0.0,0.0,0.6834882208
3,2,635761611,False,0.63199508190155,3490,3360,7270,0.00298110265186742,9.43647257414277e-05,0.176098389002483,1866.1463552071,0.000193750912972259,309427991,104,981739053056.0,1676092516.0,295157191.886719,158164.0105896,2.0532133321
4,1,635764553,False,0.0107917534187436,5470,2780,2940,3.41465748413424e-07,7.52283824567712e-07,0.00104218116030097,1385.35632324219,2.21928957939148e-08,309427991,929,12491023360.0,24082200.0,25098.015625,18.1166496276855,0.029500695
5,2,635763864,False,0.182267412543297,1440,6290,6170,0.000158160855427524,4.49213894171407e-06,0.00262928358279169,585.307678222656,1.02793542236328e-05,309427991,1016,519470383104.0,1867998592.0,4911498.0,8391.3095703125,2.2882982752
6,1,635765160,False,0.0243660602718592,5240,7050,2880,3.04716345220919e-05,3.38304888638e-06,0.000597796025358671,176.70333637961,1.98044404969215e-06,309427991,21,129314119680.0,477879296.0,285674.34375,1616.68902015686,0.5854021376
7,1,635765141,False,1.74119522853289e-05,5240,2660,5410,2.95365154712079e-10,1.44585847534449e-11,1.06497801382471e-08,736.571408602746,1.91966782324016e-11,309427991,48,745054623744.0,1083837596.0,11.5426321029663,0.015670757740736,1.3277010551
8,2,635763190,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,309427991,744,7082622464.0,30121200.0,0.0,0.0,0.03689847
9,2,635762455,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,309427991,501,32458872832.0,44468100.0,0.0,0.0,0.0544734225
10,3,635765885,False,0.0277823470532894,7370,3660,560,1.03068907852691e-05,3.34171178462314e-07,2.57833730166782e-05,77.1561842505992,6.69876127311587e-07,309427991,1018,1085909206528.0,1636399816.0,42191.9068603516,546.837654948235,2.0045897746
