# Direct brain oscillations (no synthetic overlay)
t,motor,sensory,thalamus,cerebellum,parietal,pfc,limbic,hippocampus,insula,basal_ganglia,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10
20,1.397404432296753,-0.054199982434511185,-0.4976673424243927,0.5,0.4293251633644104,19.91576385498047,-0.5023595094680786,0.001198316807858646,0.0010000000474974513,-0.7360355854034424,67.89643096923828,54.047889709472656,57.20133972167969,13.775288581848145,-15.650572776794434,33.181976318359375,-52.086029052734375,-62.45588684082031,-29.596805572509766,-66.81978607177734
21,0.9853492379188538,-0.05525824427604675,-0.4470946192741394,0.5,1.2644118070602417,19.832393646240234,-0.6868080496788025,0.0011934636859223247,0.0010000000474974513,-0.6540575623512268,70.39552307128906,46.534061431884766,54.647769927978516,11.006217002868652,-14.183189392089844,33.294307708740234,-45.61428451538086,-66.59747314453125,-27.29242706298828,-62.575016021728516
22,1.9730775356292725,-0.053128499537706375,-0.4049040675163269,0.5,-0.2120264172554016,20.97430419921875,0.6578456163406372,0.0012236485490575433,0.0010000000474974513,-0.6068443059921265,74.51712036132812,51.6192741394043,57.25492858886719,15.127849578857422,-12.706146240234375,35.95429992675781,-51.99338150024414,-65.92897033691406,-25.823673248291016,-68.3477554321289
23,1.3902653455734253,-0.05418430268764496,-0.36959171295166016,0.5,0.47205036878585815,20.94538116455078,0.568077564239502,0.0012219998752698302,0.0010000000474974513,-0.5465177297592163,73.22695922851562,56.05839157104492,59.000335693359375,16.42875862121582,-14.454691886901855,37.02030944824219,-50.01367950439453,-65.38643646240234,-25.970962524414062,-76.43852233886719
24,0.989452064037323,-0.05525312200188637,-0.33992570638656616,0.5,1.3130526542663574,19.765295028686523,-0.7545893788337708,0.0011916214134544134,0.0010000000474974513,-0.49733665585517883,74.84034729003906,54.39671325683594,49.32967758178711,10.622748374938965,-17.411548614501953,43.812522888183594,-45.82427215576172,-57.9224967956543,-33.02543258666992,-65.04597473144531
25,1.9760688543319702,-0.0531255379319191,-0.31489741802215576,0.5,-0.1676741987466812,19.960601806640625,-0.40181100368499756,0.0012008643243461847,0.0010000000474974513,-0.47197800874710083,62.44557189941406,53.6501579284668,57.92955017089844,14.938730239868164,-12.100784301757812,32.17864990234375,-41.39187240600586,-64.32906341552734,-25.600231170654297,-75.36373901367188
26,1.3831373453140259,-0.05416841432452202,-0.29368072748184204,0.5,0.5062370896339417,21.219797134399414,0.8615956902503967,0.0012272018939256668,0.0010000000474974513,-0.43418994545936584,73.23636627197266,53.991172790527344,59.78004837036133,15.460432052612305,-16.524160385131836,35.630340576171875,-49.94960021972656,-68.5478744506836,-27.03375244140625,-70.30672454833984
27,0.9936273694038391,-0.05524776130914688,-0.27559903264045715,0.5,1.3532902002334595,20.732013702392578,0.23111920058727264,0.0012153517454862595,0.0010000000474974513,-0.4032690227031708,75.03166198730469,51.233680725097656,56.62183380126953,14.802324295043945,-14.51360034942627,36.854156494140625,-54.690040588378906,-68.76396179199219,-35.654354095458984,-66.11383056640625
28,1.9789760112762451,-0.05312245711684227,-0.26009806990623474,0.5,-0.13101457059383392,19.488880157470703,-0.880631148815155,0.0011881102109327912,0.0010000000474974513,-0.38986700773239136,65.55799865722656,52.210269927978516,54.86555480957031,12.300140380859375,-16.550697326660156,32.50692367553711,-48.98789596557617,-61.951297760009766,-22.892169952392578,-68.0699691772461
29,1.3760216236114502,-0.05415237694978714,-0.2467237412929535,0.5,0.532883882522583,20.354093551635742,-0.04557199031114578,0.0012093438999727368,0.0010000000474974513,-0.364701509475708,68.2655258178711,54.81242752075195,57.4630126953125,11.901360511779785,-8.91348648071289,32.54582977294922,-42.46162796020508,-64.9006576538086,-28.785879135131836,-70.3560791015625
30,0.9978744983673096,-0.055242229253053665,-0.23510414361953735,0.5,1.3861775398254395,21.388254165649414,0.9198446273803711,0.001228169770911336,0.0010000000474974513,-0.3440559208393097,73.20600128173828,53.874290466308594,57.97466278076172,10.735403060913086,-14.076812744140625,37.354366302490234,-51.00656509399414,-67.32919311523438,-25.092185974121094,-70.79903411865234
31,1.9817986488342285,-0.05311930552124977,-0.22493433952331543,0.5,-0.10101353377103806,20.218090057373047,-0.1405080109834671,0.0012071665842086077,0.0010000000474974513,-0.3371793329715729,67.92166900634766,51.977142333984375,57.85514831542969,11.762258529663086,-13.109807968139648,37.94636917114258,-49.954254150390625,-70.52224731445312,-28.300355911254883,-68.44364166259766
32,1.3689191341400146,-0.05413622409105301,-0.21596460044384003,0.5,0.5530573129653931,19.549785614013672,-0.8617781400680542,0.001188642461784184,0.0010000000474974513,-0.31917688250541687,66.00428771972656,50.614898681640625,51.926109313964844,10.282388687133789,-10.88132095336914,33.61585235595703,-45.95844268798828,-60.03806686401367,-27.248611450195312,-64.11396026611328
