episode,return,steps,ate,dopamine_mean,d_star,efficiency,turns,spike_count,firing_rate,E_rate,I_rate,ATP_proxy,DA_mean,ACh_mean,E_I_balance
32,0.859115791942096,196,0,0.45640289669438283,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.27210819721221924,1.2031445503234863,0.999999886467351
33,1.1231906822357052,196,0,0.41937155793516,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.29759037494659424,1.2031583786010742,0.999999886467351
34,2.7779587327300033,196,0,0.6503928200322755,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3263031244277954,1.2031817436218262,0.999999886467351
35,6.845039064299523,196,0,0.7377437943098496,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,1.2117807865142822,1.2032406330108643,0.999999886467351
36,4.432726783224269,196,0,0.6402256627167974,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3618699312210083,1.203214406967163,0.999999886467351
37,4.110957692719008,198,0,0.5877285981268594,1,0.005050505050505051,0,33,0.16666666666666666,1.0499999523162842,1.0500000715255737,33.210000002384184,1.222796082496643,1.2033228874206543,0.999999886467351
38,2.5862584829478865,196,0,0.5859910975001297,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3619001805782318,1.203218936920166,0.999999886467351
39,1.84605447251683,196,0,0.6395364064647227,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3778117597103119,1.203249216079712,0.999999886467351
40,4.55205239249487,196,0,0.5314283924443381,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.29699209332466125,1.2031586170196533,0.999999886467351
41,5.748031543001632,196,0,0.5738240087366834,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.22098298370838165,1.2031222581863403,0.999999886467351
42,4.816127282788481,196,0,0.5528368870062488,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.34250640869140625,1.203195333480835,0.999999886467351
43,4.313401173953682,196,0,0.7014371872860559,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3623141944408417,1.2032207250595093,0.999999886467351
44,2.8972843420006016,196,0,0.5519373977214707,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.19758346676826477,1.203113317489624,0.999999886467351
45,3.749409252904049,196,0,0.45315730393084946,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3045613765716553,1.203163981437683,0.999999886467351
46,4.824210734390969,196,0,0.5926317724646354,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.2721816599369049,1.2031466960906982,0.999999886467351
47,4.011632083448405,196,0,0.7058260709959634,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4271620810031891,1.2032976150512695,0.999999886467351
48,2.8329931530915813,196,0,0.5645465943582204,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3088504374027252,1.2031641006469727,0.999999886467351
49,3.5181627431610525,196,0,0.6284584971714993,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3392273485660553,1.2031903266906738,0.999999886467351
50,3.152102463746764,196,0,0.5803725693602951,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.35026389360427856,1.2032063007354736,0.999999886467351
51,2.1651637831720363,196,0,0.5803285961856648,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0962460041046143,1.2032277584075928,0.999999886467351
52,5.419665463799004,196,0,0.7309268681066377,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3902703523635864,1.2032580375671387,0.999999886467351
53,2.3618984533157175,196,0,0.5855215295236937,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3541263937950134,1.2032012939453125,0.999999886467351
54,4.569392612644795,196,0,0.6449466841865559,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.38630205392837524,1.2032545804977417,0.999999886467351
55,3.9565976630868382,196,0,0.5875141226819584,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.2710344195365906,1.2031446695327759,0.999999886467351
56,7.328508404586898,197,0,0.7136230163162735,1,0.005076142131979695,0,33,0.16751269035532995,1.0499999523162842,1.0500000715255737,33.210000002384184,1.2376748323440552,1.203304648399353,0.999999886467351
57,0.9314904324536026,196,0,0.5197701778034775,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3065715432167053,1.2031652927398682,0.999999886467351
58,3.2714280730173626,196,0,0.5762090298290156,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,1.080749750137329,1.2032172679901123,0.999999886467351
59,5.83810038372479,198,0,0.6807161998568159,1,0.005050505050505051,0,33,0.16666666666666666,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1742969751358032,1.2031991481781006,0.999999886467351
60,4.25836675359211,196,0,0.6216299225177083,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.29427504539489746,1.2031574249267578,0.999999886467351
61,1.6481228308814895,196,0,0.445745408839109,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.14314989745616913,1.2030963897705078,0.999999886467351
62,2.4038150017132325,196,0,0.5797234258937592,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.46122491359710693,1.2032394409179688,0.999999886467351
63,3.4457881026495407,196,0,0.5841485088577076,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3125194311141968,1.2031692266464233,0.999999886467351
64,5.182187562202759,196,0,0.6170765990201308,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.47467201948165894,1.2032407522201538,0.999999886467351
65,5.666400133942688,196,0,0.6639782132542863,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3910968005657196,1.2032654285430908,0.999999886467351
66,2.9523187623621756,196,0,0.627304940351418,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.27830183506011963,1.203149437904358,0.999999886467351
67,2.7779587327300024,196,0,0.5582335784423108,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.2526100277900696,1.2031371593475342,0.999999886467351
68,3.3988371338904555,196,0,0.5921918289849952,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.30179649591445923,1.2031643390655518,0.999999886467351
69,4.1390411443214985,196,0,0.6562859527006442,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1133936643600464,1.2032792568206787,0.999999886467351
70,4.871161703150067,196,0,0.6605589110024122,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3421197235584259,1.203193187713623,0.999999886467351
71,0.8591157919420959,196,0,0.44448011695426337,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3396253287792206,1.2031915187835693,0.999999886467351
72,6.232244114741572,196,0,0.6466584380488006,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.37757939100265503,1.2032411098480225,0.999999886467351
73,4.185992113080578,196,0,0.5638877342702174,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.22439797222614288,1.2031244039535522,0.999999886467351
74,2.7679587327299995,197,0,0.5281301829112968,1,0.005076142131979695,0,33,0.16751269035532995,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0809948444366455,1.2031769752502441,0.999999886467351
75,5.001624294326324,196,0,0.6397932471365345,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4920912981033325,1.2032670974731445,0.999999886467351
76,2.284489392442634,196,0,0.5797778100383525,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3069792091846466,1.2031631469726562,0.999999886467351
77,4.3307413941036135,196,0,0.600766695579704,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1431829929351807,1.2031786441802979,0.999999886467351
78,5.0739989348378165,196,0,0.6040742953821104,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.28512153029441833,1.2031514644622803,0.999999886467351
79,5.8661838353272735,196,0,0.6753605026371625,1,0.00510204081632653,0,33,0.1683673469387755,1.0499999523162842,1.0500000715255737,33.210000002384184,0.44169527292251587,1.2033302783966064,0.999999886467351
