,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,630354242,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,121,1320658176.0,17208000.0,0.0,0.0,0.0210798
1,2,630352830,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,307,554922304.0,239999392.0,0.0,0.0,0.2939992552
2,2,630352763,False,0.231633841991425,8210,3970,7090,0.000113394653254947,2.72740398941096e-05,0.00170217314735055,62.4100112915039,1.91847848144531e-05,182616478,215,27504150528.0,574210816.0,977406.25,15661.048828125,0.7034082496
3,3,630354688,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,551,34292506624.0,233706592.0,0.0,0.0,0.2862905752
4,3,630354547,False,0.0209627747535706,8820,3240,3380,1.00324282306877e-06,8.51084062486659e-07,0.000102573601505932,120.521116570127,1.69734613800049e-07,182616478,325,5975490048.0,162802800.0,16699.26953125,138.558868408203,0.19943343
5,1,630353677,False,0.253923654556274,13140,3290,5500,0.0016355177083285,0.000402207457227632,0.0758708417415619,188.636077880859,0.000276706655859375,182616478,951,134482649088.0,561608128.0,42609680.0,225882.984375,0.6879699568
6,2,630352893,False,0.359138756990433,11630,5310,8130,0.00537237978913772,0.000207844610158254,0.0353495662309038,170.076896408276,0.000908931305291748,182616478,386,78287471096.0,3569901276.0,126194461.59375,741984.739013672,4.3731290631
7,1,630353920,False,0.256685853004456,3220,3610,4850,3.37961718103243e-05,4.3439184082672e-05,0.00629205349832773,144.847412109375,5.71783823242187e-06,182616478,608,7117438976.0,107451904.0,676093.125,4667.623046875,0.1316285824
8,3,630354838,False,0.554397940635681,8780,6570,5740,0.0216412362110649,0.000198754057643519,0.0291994622673684,146.912534081392,0.00366139361875,182616478,771,195784725144.0,15038147072.0,439105808.0,2988892.75,18.4217301632
9,1,630354086,False,0.0999007299542427,7180,6220,2580,0.000122861449966651,5.25349751114845e-05,0.00682289944961667,129.873474121094,2.07864340332031e-05,182616478,334,29068378112.0,322994688.0,2203760.25,16968.517578125,0.3956684928
10,2,630352619,False,0.188321262598038,10370,1250,6910,0.00158646825110619,0.000109526716383515,0.0170458436745235,155.631833376949,0.000268408175683594,182616478,4,233501560832.0,2000504736.0,34100291.0,219108.71484375,2.4506183016
11,1,630354040,False,0.0397612787783146,8390,1280,1900,2.12122587201466e-05,8.58628186169075e-06,0.00118635904795651,138.169124548504,3.58881664428711e-06,182616478,402,49865138304.0,341200800.0,404786.65625,2929.64624023438,0.41797098
12,3,630354865,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,812,27595234.0,41688000.0,0.0,0.0,0.0510678
13,3,630354778,False,0.423613995313644,6980,3940,10450,0.0108472484060763,0.000708465670521324,0.135926889100733,191.860939430856,0.00183520228270035,182616478,677,272790427136.0,2114603960.0,287431537.962891,1498124.31240845,2.590389851
14,3,630354966,False,0.362155884504318,13160,2320,5470,0.00807795841994992,0.0011767789514322,0.202574834394973,172.143488926641,0.00136667726015625,182616478,944,161241628672.0,948058176.0,192052728.0,1115654.90625,1.1613712656
15,3,630355013,False,0.578514635562897,2840,2350,6510,0.374282500067834,0.00438476384837095,1.31161190388774,299.129428458282,0.063323349183606,182616478,993,1832036573696.0,11789125192.0,15462756938.25,51692529.9458008,14.4416783602
16,2,630352931,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,452,1144621824.0,18117000.0,0.0,0.0,0.022193325
17,1,630354237,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,127,14004996608.0,184779904.0,0.0,0.0,0.2263553824
18,3,630354345,False,0.64445436000824,4350,4710,1700,0.00507191445707368,0.00396603775163541,0.675835219250432,170.405644518071,0.000858096785546875,182616478,36,19721661440.0,176621408.0,119366968.0,700487.171875,0.2163612248
19,3,630355159,False,0.292855560779572,8520,2620,3990,0.000812905343237186,2.20693852362967e-05,0.00365998966684675,165.840127745257,0.000137532181958008,182616478,294,514951103488.0,5087190592.0,18619065.0,112271.168945312,6.2318084752
20,2,630352705,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,133,1178974080.0,66441600.0,0.0,0.0,0.08139096
21,1,630354192,False,0.305055677890778,11410,7440,5440,0.000690695012721882,0.000378049182472751,0.0516049042344093,136.503158569336,0.000116855908203125,182616478,190,154195328.0,252328496.0,13021388.0,95392.578125,0.3091024076
22,2,630352857,True,1.0,5920,1280,7050,0.378583089333261,0.99918870303666,7092.70212798477,7098.46108790978,0.064050948565625,182616478,337,371175067456.0,52328942.9375,371153604928.0,52286488.625,0.0641029550984375
23,1,630354256,False,0.315261662006378,10560,6350,2860,0.00173206505147,0.000522663642186671,0.103056684136391,197.175933837891,0.000293041112109375,182616478,101,6131292672.0,457688704.0,47167880.0,239217.234375,0.5606686624
24,2,630352691,False,0.216315880417824,5280,7160,6010,0.00109249365983923,0.00107788830064237,0.162512853741646,150.769668579102,0.000184834603515625,182616478,117,325168384.0,139982400.0,22748940.0,150885.390625,0.17147844
25,1,630354120,False,0.00237385625950992,2560,3850,5210,1.3572502731527e-07,7.95997507907487e-08,1.32546474560513e-05,166.516204833984,2.29627708911896e-08,182616478,288,30898036736.0,235492192.0,3121.36596679688,18.7451190948486,0.2884779352
26,2,630353398,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182616478,1101,125794336768.0,679313728.0,0.0,0.0,0.8321593168
27,2,630353180,False,0.377792805433273,10070,1310,6580,0.00326364439596846,0.00277281156741083,0.427421450614929,154.147308349609,0.0005521628546875,182616478,834,18349129728.0,162558896.0,69481160.0,450745.1875,0.1991346476
28,3,630354861,False,0.616125404834747,6770,3100,10410,0.106690188471783,0.00762839483119347,2.43302489518716,318.943231050156,0.0180504834125,182616478,806,292309909504.0,1931610624.0,4699656736.0,14735088.5,2.3662230144
29,2,630353270,False,0.330674231052399,9500,7110,6260,0.000997299041487184,0.000216916502180314,0.0201132230538167,92.723342169225,0.000168729009326172,182616478,948,2832823532.0,634981504.0,12771524.625,137737.966796875,0.7778523424
30,2,630353148,False,0.273526549339294,7190,3800,9700,0.000232528547773853,0.0007950947037898,0.119836710393429,150.72004699707,3.934056875e-05,182616478,786,2902204672.0,40391100.0,4840336.5,32114.75,0.0494790975
