,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,2,634245595,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,846,86085853184.0,150742800.0,0.0,0.0,0.18465993
1,1,634246500,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,335,10031008768.0,24252300.0,0.0,0.0,0.0297090675
2,1,634246719,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,28,195027550208.0,471904192.0,0.0,0.0,0.5780826352
3,2,634245793,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,1085,9688088576.0,33113700.0,0.0,0.0,0.0405642825
4,1,634245983,False,0.690433025360107,7550,2510,2430,0.0255916415027909,0.00035130645846948,0.662588119506836,1886.06860351562,0.008257774,305381127,1089,8832853116416.0,19188488192.0,12714063872.0,6741040.0,23.5058980352
5,1,634246526,False,0.132042348384857,9380,1370,4530,8.22826412987915e-05,2.23349133003163e-05,0.0117558129667982,526.34244909434,2.65505225952148e-05,305381127,302,462451654656.0,970404304.0,11407891.5,21673.8959960938,1.1887452724
6,3,634247027,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,397,6001408256.0,33624000.0,0.0,0.0,0.0411894
7,2,634245320,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,440,77284098048.0,216396000.0,0.0,0.0,0.2650851
8,1,634246480,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,362,291011166208.0,622525504.0,0.0,0.0,0.7625937424
9,2,634245344,False,0.833148062229156,5540,3390,6030,0.122432761550324,0.00159393378999084,2.87753295898438,1805.302734375,0.03950594865,305381127,477,9427159593984.0,20232806400.0,58220568576.0,32249754.0,24.78518784
10,3,634246859,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,178,143975145472.0,365167808.0,0.0,0.0,0.4473305648
11,1,634246453,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,406,34880262144.0,92246400.0,0.0,0.0,0.11300184
12,3,634247341,False,0.170581236481667,4950,1980,9400,0.000260869323660803,9.78079260904362e-05,0.0446458657713205,456.464701337595,8.41759180664062e-05,305381127,878,270212825088.0,702550784.0,31365988.0,68715.03515625,0.8606247104
13,3,634247501,True,1.0,7550,1690,8540,0.0103850519346082,0.890111223859432,5993.07809781706,6732.95419400699,0.0033509930125,305381127,1062,19107334144.0,3073216.5,18418026496.0,2735504.5,0.0037646902125
14,1,634246589,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,222,2726791936.0,17995500.0,0.0,0.0,0.0220444875
15,1,634245985,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,1086,44163649536.0,68735696.0,0.0,0.0,0.0842012276
16,2,634245870,False,0.314783722162247,9020,1220,6380,0.000304600459708239,8.26811676367506e-05,0.102305258340677,1237.34655986164,9.82868471446991e-05,305381127,302,431724679168.0,970404304.0,99277463.015625,80234.1609344482,1.1887452724
17,3,634247243,False,0.339258670806885,8480,2330,9420,0.0004528574999334,0.000253194553541731,0.249706461536306,986.223668887687,0.000146125635913086,305381127,729,199338541056.0,471124800.0,117642906.75,119286.233398438,0.57712788
18,3,634247610,False,0.0059247394092381,8490,5760,5840,2.25646250879736e-07,9.64526236545741e-07,0.000114992163792334,119.22139537039,7.28103253364563e-08,305381127,607344838,35458040832.0,61623000.0,7086.162109375,59.4370002746582,0.075488175
19,3,634247479,False,0.371427297592163,7150,2200,9730,0.00103743907121187,0.000260145885275635,0.347228981668706,1334.74716042809,0.000334755290625,305381127,1035,739246735360.0,1050447616.0,364745856.0,273269.625,1.2867983296
20,2,634245564,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,305381127,804,50819973120.0,108366304.0,0.0,0.0,0.1327487224
21,1,634246676,False,0.0266935620456934,10970,6400,3170,1.12450385053318e-05,6.47171691525728e-06,0.00227837474085391,352.051055908203,3.62848887939453e-06,305381127,101,147164348416.0,457688704.0,1042786.375,2962.03173828125,0.5606686624
