,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,2,632536167,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,434,84042285056.0,437602496.0,0.0,0.0,0.5360630576
1,3,632537801,False,0.424624681472778,7570,6500,6920,0.00239072622776835,0.000169401027276757,0.0398540959188373,235.264782979893,0.000189717378093338,296047084,331,74375957120.0,914228984.0,36435769.6201172,154871.329055786,1.1199305054
2,3,632537939,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,564,43167895552.0,373651200.0,0.0,0.0,0.45772272
3,2,632537361,False,0.228400215506554,7180,940,8310,0.000501693893409668,0.000169249149621464,0.0860837399959564,508.621398925781,3.98121913574219e-05,296047084,312782554,41537560576.0,192023104.0,16530067.0,32499.748046875,0.2352283024
4,1,632537374,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,274,56644288512.0,340512288.0,0.0,0.0,0.4171275528
5,3,632537788,False,0.273081332445145,5660,6630,8220,0.000349254891420586,1.69262106222275e-05,0.00634168207172494,374.666380636729,2.77153115722656e-05,296047084,319,266643103744.0,1336669184.0,8476731.0,22624.744140625,1.6374197504
6,2,632537390,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,312782598,1037076608.0,7261200.0,0.0,0.0,0.00889497
7,3,632538890,False,0.0458994209766388,7900,2270,6860,7.77985732838692e-06,4.21650481325255e-07,0.000128317225990814,304.321307988338,6.17374803161621e-07,296047084,484682470,265379733504.0,1195254016.0,153371.6796875,503.979431152344,1.4641861696
8,3,632537855,False,0.00109711568802595,2240,3260,4620,2.3850841793916e-08,2.76362642380328e-09,6.18250178501583e-07,223.70975077404,1.89269650280476e-09,296047084,412,113068552192.0,559069184.0,345.644622802734,1.54505836963654,0.6848597504
9,1,632537048,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,783,71547232256.0,351775808.0,0.0,0.0,0.4309253648
10,3,632538891,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,526157192,62722338816.0,334425600.0,0.0,0.0,0.40967136
11,3,632538919,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,607344862,2535320576.0,17166600.0,0.0,0.0,0.021029085
12,3,632537882,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,452,4944547840.0,36234000.0,0.0,0.0,0.04438665
13,2,632536208,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,514,71549088.0,10040400.0,0.0,0.0,0.01229949
14,1,632536040,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,312782594,7843400704.0,35704800.0,0.0,0.0,0.04373838
15,1,632537473,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,139,112628695040.0,642948288.0,0.0,0.0,0.7876116528
16,2,632535868,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,15,23303024640.0,103478400.0,0.0,0.0,0.12676104
17,3,632537971,False,0.335610717535019,11610,4680,3930,0.000304922325577847,1.34707456515959e-05,0.0158386351597217,1175.78013640584,2.41972767349243e-05,296047084,607,132749185024.0,1466353792.0,23225042.7265625,19752.8789672852,1.7962833952
18,3,632538526,False,0.336856663227081,4560,6800,6180,0.000752792427683513,4.69087997877377e-05,0.0096314243797047,205.32233660394,5.97382519042969e-05,296047084,904,100162234368.0,1039590016.0,10012732.625,48765.919921875,1.2734977696
19,1,632537270,False,0.600333988666534,13090,6790,4000,0.0329447258748542,0.0028214487247169,0.898530304431915,318.464172363281,0.0026143466125,296047084,429,52082323456.0,756405888.0,679653632.0,2134160.5,0.9265972128
20,1,632537360,False,0.00173534301575273,6010,5840,2640,9.36025901955829e-08,7.0908528282747e-09,1.90605316652511e-06,268.804502460514,7.42788437604904e-09,296047084,295,181930131456.0,855126912.0,1629.91735839844,6.06357908248901,1.0475304672
21,1,632536844,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,1047,214834561024.0,576721792.0,0.0,0.0,0.7064841952
22,1,632537548,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,23,33864638464.0,222466496.0,0.0,0.0,0.2725214576
23,3,632538095,False,0.542005121707916,12410,5110,4530,0.00434212556766027,0.000753558141682634,0.332913335531759,441.788519182329,0.000344571732421875,296047084,720,21708140800.0,373273184.0,124267620.75,281283.046875,0.4572596504
24,3,632538652,False,0.144620999693871,3280,2800,6740,0.000182522296489494,5.45036810317773e-06,0.00137001789355942,251.362452521447,1.44841559570312e-05,296047084,972,421757439104.0,2169358208.0,2972059.5625,11823.80078125,2.6574638048
25,3,632538034,True,0.726987898349762,7200,2570,9910,0.000754108811511258,0.96537671164407,4643.82319593968,4810.37416785317,5.98427142578125e-05,296047084,678,236478608.0,50603.24609375,234992528.0,48851.1953125,6.19889764648437e-05
26,2,632536530,False,0.00360245117917657,2450,2470,7900,2.1712738039589e-07,8.21629964065096e-09,1.85007979780494e-06,225.171890258789,1.7230261182785e-08,296047084,962,322536800256.0,1711904384.0,3167.15966796875,14.0655193328857,2.0970828704
27,1,632537129,False,0.273539930582047,2050,2870,3570,0.00301669429576556,0.000187151046702638,0.0493539199233055,263.711700439453,0.0002393914140625,296047084,656,167074250752.0,1044191680.0,51534952.0,195421.5625,1.279134808
28,3,632538692,False,0.659331679344177,4320,2020,6710,0.02172054442698,0.000119352166375579,0.0660693928239387,553.566766572384,0.0017236455983892,296047084,993,2222993456640.0,11789125192.0,778900343.36084,1407057.63133812,14.4416783602
29,2,632537415,False,0.1314886957407,10180,2500,9730,0.000332646614453391,3.73410832300799e-05,0.00968849483514119,259.459394239979,2.6397352734375e-05,296047084,312782628,116097659392.0,577081796.0,5591054.0,21548.859375,0.7069252001
30,3,632538761,False,0.0299430657178164,12790,4840,7900,2.98585603127613e-06,8.57548569898292e-08,4.20872576056665e-05,490.785701043828,2.36944226837158e-07,296047084,1033,607415402496.0,2255544064.0,94929.6640625,193.423858642578,2.7630414784
31,1,632537439,False,0.0155753269791603,2110,3310,4640,2.86559220040528e-06,2.67081532001612e-06,0.000574939476791769,215.26741027832,2.27400625228882e-07,296047084,188,7249464320.0,69504304.0,39960.76953125,185.633163452148,0.0851427724
32,3,632538392,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,296047084,810,62629525504.0,327052800.0,0.0,0.0,0.40063968
