,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,631697231,False,0.0182287618517876,12400,4940,4910,4.51024082791587e-06,1.00122288131388e-05,0.000369437562767416,36.8986320495605,1.54030983352661e-07,277851379,859,721667328.0,12558600.0,4639.61865234375,125.73957824707,0.015384285
1,1,631697924,False,0.0463611297309399,7830,6390,4610,3.22531449449339e-05,2.58014460996492e-05,0.0039283107034862,152.251571655273,1.10148965911865e-06,277851379,210,2486688768.0,34849800.0,136900.84375,899.175231933594,0.042691005
2,2,631696355,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,277851379,364,7522528256.0,74927696.0,0.0,0.0,0.0917864276
3,3,631698740,False,0.133812367916107,10370,7090,4190,0.00121549890647938,4.39664967277474e-05,0.00256087805302933,58.2461247455532,4.15109744628906e-05,277851379,326,5594942344.0,770734816.0,1973757.875,33886.509765625,0.9441501496
4,1,631696846,False,0.0579874254763126,6930,7170,5400,0.00174582625084202,0.000138192797923369,0.00912877132256495,66.0582277784623,5.96223892337799e-05,277851379,157,23921237760.0,352198804.0,3215142.34179688,48671.3381500244,0.4314435349
5,3,631699746,False,0.230336546897888,2680,2250,5930,0.00941089147089808,0.000120940500901614,0.0267932108494827,221.540432276523,0.00032139500368042,277851379,972,403460044544.0,2169358208.0,58124071.875,262363.268310547,2.6574638048
6,3,631699851,False,0.313591003417969,12310,4860,7700,0.00958813784931011,0.000118510060756011,0.0112000973083184,94.5075653228904,0.000327448213476562,277851379,1033,397345947648.0,2255544064.0,25262313.0,267304.6640625,2.7630414784
7,2,631696407,False,0.0354123264551163,5940,3050,6110,1.46576914394696e-05,1.40344109240687e-05,0.000455578585388139,32.4615364074707,5.00580503845215e-07,277851379,449,694688640.0,29116800.0,13264.990234375,408.637145996094,0.03566808
8,2,631696826,False,0.284136325120926,7220,2150,9760,0.0106338917420314,0.000564443005714566,0.292292892932892,517.843078613281,0.00036316216015625,277851379,1035,142479114240.0,525223808.0,153519184.0,296458.90625,0.6433991648
9,2,631697862,True,1.0,7660,1120,8840,0.340508972451838,0.492726355791092,1364.53723144531,2769.361328125,0.01162885395,277851379,312782608,31129798656.0,19266154.0,26289385472.0,9492942.0,0.02360103865
