# Direct brain oscillations (no synthetic overlay)
t,motor,sensory,thalamus,cerebellum,parietal,pfc,limbic,hippocampus,insula,basal_ganglia,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10
0,0.7044305801391602,0.0,2.2460217475891113,0.0,0.5250546336174011,3.9193997383117676,0.7460217475891113,0.0,0.0,-0.3455575108528137,11.587152481079102,9.073949813842773,5.784473896026611,2.6515331268310547,2.524047374725342,11.677053451538086,-2.7352609634399414,-8.054930686950684,-5.953162670135498,-14.534310340881348
1,1.398073434829712,0.0,1.3465254306793213,0.0,-0.5048798322677612,5.875956058502197,-0.15347453951835632,0.0,0.0,0.34809502959251404,16.223905563354492,14.887711524963379,12.581695556640625,1.749695062637329,-2.6406073570251465,13.623920440673828,-11.298828125,-16.53485870361328,-8.281538963317871,-17.224605560302734
2,1.0449734926223755,0.0,0.7855516672134399,0.0,0.021408770233392715,5.315004825592041,-0.7144483327865601,0.0,0.0,-0.00499375257641077,14.851836204528809,12.143887519836426,11.702037811279297,4.729537487030029,-4.46512508392334,17.65184783935547,-12.816749572753906,-17.675365447998047,-8.890419006347656,-14.931588172912598
3,0.7069892883300781,0.0,1.8004536628723145,0.0,0.5613504648208618,6.329927921295166,0.30045369267463684,0.0,0.0,-0.3429652452468872,14.081466674804688,12.680008888244629,11.311700820922852,9.979609489440918,-1.5566132068634033,4.655994415283203,-15.131707191467285,-17.027761459350586,-10.895275115966797,-15.79849910736084
4,1.4005225896835327,0.0,2.1526377201080322,0.0,-0.4613642692565918,6.682132720947266,0.6526378393173218,0.0,0.0,0.35058078169822693,19.97880744934082,10.281875610351562,16.553878784179688,10.836097717285156,-3.8609652519226074,15.647297859191895,-17.55089569091797,-21.626771926879883,-7.1044440269470215,-25.20185089111328
5,1.0399478673934937,0.0,1.0652830600738525,0.0,0.06467743963003159,5.594797134399414,-0.4347169101238251,0.0,0.0,-0.00998021475970745,10.468518257141113,16.87860870361328,14.896029472351074,6.754401206970215,-5.839329719543457,11.315980911254883,-10.315773010253906,-21.401840209960938,-13.830682754516602,-22.79245948791504
6,0.7096021771430969,0.0,0.936793863773346,0.0,0.6141903400421143,5.466325759887695,-0.563206136226654,0.0,0.0,-0.34031280875205994,18.564546585083008,10.603239059448242,12.617291450500488,7.385083198547363,-5.452807426452637,10.743173599243164,-13.815052032470703,-14.755231857299805,-11.932744026184082,-12.876083374023438
7,1.402916431427002,0.0,2.050581932067871,0.0,-0.40572863817214966,6.580131530761719,0.5505819320678711,0.0,0.0,0.3530147075653076,21.438810348510742,18.776630401611328,13.451501846313477,7.8420281410217285,-9.297521591186523,12.480688095092773,-16.704818725585938,-18.444475173950195,-10.76581859588623,-22.72568130493164
8,1.0349239110946655,0.0,1.949938178062439,0.0,0.11628901213407516,6.479504585266113,0.44993823766708374,0.0,0.0,-0.01496550627052784,15.268522262573242,17.00250244140625,7.861921787261963,3.192343235015869,-3.8569700717926025,11.273231506347656,-20.47113800048828,-19.70382308959961,-12.271722793579102,-22.628873825073242
9,0.7122687697410583,0.0,0.856855034828186,0.0,0.6722164750099182,5.386436939239502,-0.643144965171814,0.0,0.0,-0.33760905265808105,20.24822425842285,8.67314338684082,4.337904930114746,10.564079284667969,-6.753239631652832,13.533838272094727,-14.950102806091309,-21.225406646728516,-8.674666404724121,-12.889595031738281
10,1.4052544832229614,0.0,1.1823720932006836,0.0,-0.3474648892879486,5.71196985244751,-0.3176279067993164,0.0,0.0,0.3553880453109741,15.928683280944824,13.523490905761719,16.676464080810547,5.290109157562256,-6.565029144287109,9.795371055603027,-13.895005226135254,-15.943096160888672,-5.912985801696777,-22.392059326171875
11,1.0299022197723389,0.0,2.208488702774048,0.0,0.16837471723556519,6.738101005554199,0.7084886431694031,0.0,0.0,-0.019953066483139992,23.319034576416016,12.795686721801758,11.16805648803711,3.7342827320098877,-4.35267972946167,15.119555473327637,-10.325841903686523,-14.455696105957031,-7.9192705154418945,-22.596174240112305
12,0.7149887084960938,0.0,1.671874761581421,0.0,0.7289546132087708,6.201501846313477,0.17187480628490448,0.0,0.0,-0.33485665917396545,13.123085975646973,19.454307556152344,20.09038543701172,7.539309501647949,-3.124034881591797,11.582656860351562,-15.667902946472168,-17.28230857849121,-11.447074890136719,-19.478397369384766
13,1.407536506652832,0.0,0.7561525702476501,0.0,-0.29185375571250916,5.285793781280518,-0.7438474297523499,0.0,0.0,0.357700914144516,18.2818603515625,13.52863883972168,9.893220901489258,4.018972873687744,-1.7805230617523193,8.924585342407227,-17.42912483215332,-15.362171173095703,-6.15576696395874,-20.997970581054688
14,1.02488374710083,0.0,1.4811524152755737,0.0,0.21666832268238068,6.010807037353516,-0.018847571685910225,0.0,0.0,-0.024943174794316292,19.330123901367188,22.32317543029785,15.376116752624512,7.1867547035217285,-3.08176851272583,8.738744735717773,-19.339204788208008,-13.494529724121094,-8.653687477111816,-17.892236709594727
15,0.7177615761756897,0.0,2.247724771499634,0.0,0.7810016870498657,6.777392864227295,0.7477248311042786,0.0,0.0,-0.33205774426460266,18.6058292388916,14.8474702835083,10.365203857421875,5.531951904296875,-5.505541801452637,11.669508934020996,-11.496423721313477,-17.180265426635742,-9.325894355773926,-16.566591262817383
16,1.4097620248794556,0.0,1.3650226593017578,0.0,-0.24156484007835388,5.894702911376953,-0.1349773406982422,0.0,0.0,0.3599493205547333,18.91457176208496,13.04952335357666,10.759744644165039,6.634716033935547,-8.199352264404297,10.588603019714355,-12.696990966796875,-21.12539291381836,-4.713669776916504,-22.921632766723633
17,1.0198692083358765,0.0,0.7800432443618774,0.0,0.2591211497783661,5.3097357749938965,-0.7199567556381226,0.0,0.0,-0.029935695230960846,21.071613311767578,11.912551879882812,15.464771270751953,5.202215194702148,-2.1603424549102783,12.036203384399414,-11.928364753723145,-18.722620010375977,-7.693202495574951,-23.14920997619629
18,0.720586895942688,0.0,1.7830896377563477,0.0,0.8268316388130188,6.3127946853637695,0.28308969736099243,0.0,0.0,-0.32921239733695984,17.59026527404785,13.59070110321045,8.499338150024414,3.3238935470581055,-9.379902839660645,6.66729211807251,-18.443626403808594,-17.32550621032715,-9.814769744873047,-23.41565704345703
19,1.411930799484253,0.0,2.1617183685302734,0.0,-0.19768621027469635,6.691435813903809,0.6617184281349182,0.0,0.0,0.3621383011341095,16.366317749023438,20.579790115356445,12.14945125579834,5.6466193199157715,-3.661613702774048,16.326648712158203,-11.027244567871094,-24.275707244873047,-10.342362403869629,-26.868722915649414
20,1.0148594379425049,0.0,1.080778956413269,0.0,0.29501092433929443,5.610507965087891,-0.41922101378440857,0.0,0.0,-0.03492756932973862,19.08077049255371,12.05900764465332,16.598987579345703,1.967339038848877,-5.943785190582275,14.978460311889648,-15.135194778442383,-18.436573028564453,-7.487295627593994,-16.16617202758789
21,0.7234642505645752,0.0,0.9245253801345825,0.0,0.866026759147644,5.454266548156738,-0.5754746198654175,0.0,0.0,-0.326316773891449,15.605377197265625,11.936997413635254,10.218445777893066,4.572054386138916,-5.102033615112305,15.407302856445312,-7.701822757720947,-16.072383880615234,-5.5684332847595215,-20.2191162109375
22,1.414042353630066,0.0,2.0376100540161133,0.0,-0.1603829711675644,6.567362308502197,0.5376099348068237,0.0,0.0,0.36426496505737305,19.143783569335938,16.699172973632812,11.097307205200195,5.034990310668945,-1.889742374420166,9.506476402282715,-12.589288711547852,-23.16754150390625,-8.6531343460083,-20.420578002929688
23,1.0098552703857422,0.0,1.964875340461731,0.0,0.3243800699710846,6.494638442993164,0.46487537026405334,0.0,0.0,-0.03991681709885597,25.569002151489258,12.578890800476074,18.416872024536133,-0.11225652694702148,-6.57875919342041,16.313573837280273,-17.408329010009766,-24.108638763427734,-6.816649436950684,-21.594764709472656
24,0.7263931632041931,0.0,0.8667540550231934,0.0,0.8987970352172852,5.396528720855713,-0.6332459449768066,0.0,0.0,-0.32337433099746704,17.821149826049805,13.232540130615234,11.832164764404297,6.203023910522461,-2.9557244777679443,13.731703758239746,-14.275184631347656,-21.232433319091797,-8.16783618927002,-17.150999069213867
25,1.4160964488983154,0.0,1.1653984785079956,0.0,-0.1293119639158249,5.695184230804443,-0.334601491689682,0.0,0.0,0.3663318455219269,22.7844181060791,18.61837387084961,13.777503967285156,2.673034906387329,-7.504887580871582,13.124576568603516,-13.960734367370605,-15.31511116027832,-6.435422420501709,-16.68777084350586
26,1.0048574209213257,0.0,2.2020814418792725,0.0,0.3476744294166565,6.731878280639648,0.7020815014839172,0.0,0.0,-0.04490485042333603,19.742551803588867,16.35455894470215,12.576981544494629,13.257184028625488,-5.696157455444336,15.432403564453125,-16.195253372192383,-16.0614013671875,-7.622793197631836,-24.12493896484375
27,0.7293731570243835,0.0,1.6901664733886719,0.0,0.9256641864776611,6.219973564147949,0.19016651809215546,0.0,0.0,-0.3203849792480469,19.689546585083008,19.979459762573242,15.2882661819458,9.167668342590332,-2.0223946571350098,9.963744163513184,-11.820430755615234,-17.616647720336914,-9.438695907592773,-22.598421096801758
28,1.4180927276611328,0.0,0.7587966918945312,0.0,-0.10389574617147446,5.288614273071289,-0.7412033081054688,0.0,0.0,0.3683364689350128,15.349481582641602,10.584007263183594,12.695202827453613,4.736466407775879,-2.6160311698913574,11.738730430603027,-10.539525985717773,-18.27633285522461,-7.972580909729004,-18.178409576416016
29,0.9998666644096375,0.0,1.4623167514801025,0.0,0.3655126392841339,5.992146015167236,-0.037683237344026566,0.0,0.0,-0.04988682642579079,12.924079895019531,12.353336334228516,15.862295150756836,5.587059497833252,-2.919785737991333,14.676519393920898,-17.83512306213379,-16.639768600463867,-9.351350784301758,-23.33802604675293
30,0.7324038147926331,0.0,2.248955726623535,0.0,0.9472761750221252,6.77879524230957,0.7489556670188904,0.0,0.0,-0.31734713912010193,14.249078750610352,13.235523223876953,15.873799324035645,9.578208923339844,-2.5559675693511963,14.174477577209473,-10.518306732177734,-19.266475677490234,-10.572930335998535,-21.35738182067871
31,1.4200308322906494,0.0,1.3836051225662231,0.0,-0.0834672823548317,5.913454532623291,-0.11639488488435745,0.0,0.0,0.37028127908706665,20.856807708740234,20.26054573059082,11.163564682006836,6.1663689613342285,-0.5706112384796143,11.917732238769531,-11.80945873260498,-21.20817756652832,-7.484813690185547,-22.740442276000977
