episode,return,steps,ate,dopamine_mean,d_star,efficiency,turns,spike_count,firing_rate,E_rate,I_rate,ATP_proxy,DA_mean,ACh_mean,E_I_balance
17,-0.20237464051150625,10,0,0.576581135392189,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3941032290458679,1.2139593362808228,0.999999886467351
18,2.408434919925785,1,1,0.3884021043777466,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3884021043777466,1.213736653327942,0.999999886467351
19,2.218434919925785,2,1,0.7422015815973282,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1018126010894775,1.2133060693740845,0.999999886467351
20,-0.09999999999999998,10,0,0.7330367594957352,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.39894333481788635,1.2114981412887573,0.999999886467351
21,2.408434919925785,1,1,0.3921923339366913,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3921923339366913,1.2113240957260132,0.999999886467351
22,-0.09999999999999996,10,0,0.7061864048242569,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4118029475212097,1.2098652124404907,0.999999886467351
23,2.0267346701436835,2,1,0.3948409855365753,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3914802372455597,1.2095861434936523,0.999999886467351
24,-0.3317002497821018,10,0,0.6275099784135818,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3784027695655823,1.208410382270813,0.999999886467351
25,1.83,2,1,0.7275077402591705,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,1.081679105758667,1.208191156387329,0.999999886467351
26,2.408434919925785,1,1,0.4520745277404785,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4520745277404785,1.2081027030944824,0.999999886467351
27,1.2767346701436832,8,1,0.7602733559906483,2,0.25,0,33,4.125,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1861320734024048,1.2073936462402344,0.999999886467351
28,-0.12999999999999998,10,0,0.7263823002576828,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3968033790588379,1.2066643238067627,0.999999886467351
29,-0.24932560927059555,10,0,0.6262894690036773,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3827269673347473,1.206017255783081,0.999999886467351
30,-0.017625359488493704,10,0,0.7063469231128693,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.38956478238105774,1.2055212259292603,0.999999886467351
31,1.83,2,1,0.7355510145425797,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0877976417541504,1.205413579940796,0.999999886467351
32,1.83,2,1,0.7765035927295685,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0952978134155273,1.2053329944610596,0.999999886467351
33,-0.32170024978210177,10,0,0.6294829964637756,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.38396111130714417,1.2049559354782104,0.999999886467351
34,1.338434919925785,9,1,0.44203701946470475,1,0.1111111111111111,0,33,3.6666666666666665,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0708411931991577,1.2046140432357788,0.999999886467351
35,2.048434919925785,3,1,0.6662673155466715,2,0.6666666666666666,0,33,11.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4600185751914978,1.2045577764511108,0.999999886467351
36,-0.10610256154409144,10,0,0.5383620381355285,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3679155707359314,1.2043085098266602,0.999999886467351
37,2.218434919925785,2,1,0.72318135201931,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0840184688568115,1.2042540311813354,0.999999886467351
38,-0.3760602794142789,10,0,0.8738960444927215,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.49183836579322815,1.204147458076477,0.999999886467351
39,1.5567346701436833,5,1,1.0185268878936768,1,0.2,0,33,6.6,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1992591619491577,1.2040784358978271,0.999999886467351
40,2.218434919925785,2,1,0.8115471452474594,2,1.0,0,33,16.5,1.0499999523162842,1.0500000715255737,33.210000002384184,1.12919282913208,1.2040506601333618,0.999999886467351
41,2.2167346701436834,1,1,0.48975956439971924,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.48975956439971924,1.2040408849716187,0.999999886467351
42,-0.01067439072940446,10,0,0.38197251558303835,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.35876527428627014,1.2038129568099976,0.999999886467351
43,1.2267346701436832,8,1,0.5435269810259342,1,0.125,0,33,4.125,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0694022178649902,1.203702688217163,0.999999886467351
44,-0.43559768823801037,10,0,0.44402543604373934,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3372553884983063,1.2036044597625732,0.999999886467351
45,1.5367346701436833,5,1,0.6453536510467529,1,0.2,0,33,6.6,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0683202743530273,1.2035677433013916,0.999999886467351
46,-0.3617002497821018,10,0,0.4445038825273514,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.34211814403533936,1.2034955024719238,0.999999886467351
47,-0.29170024978210174,10,0,0.7646932452917099,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3969103693962097,1.2035037279129028,0.999999886467351
48,1.656060279414279,5,1,0.5169067740440368,1,0.2,0,33,6.6,1.0499999523162842,1.0500000715255737,33.210000002384184,1.0843716859817505,1.2034428119659424,0.999999886467351
49,2.048434919925785,3,1,0.6759336789449056,2,0.6666666666666666,0,33,11.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.46788468956947327,1.203451156616211,0.999999886467351
50,1.8467346701436833,3,1,0.8880115151405334,1,0.3333333333333333,0,33,11.0,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1768711805343628,1.2034412622451782,0.999999886467351
51,2.048434919925785,3,1,0.693130095799764,2,0.6666666666666666,0,33,11.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.48030972480773926,1.2034517526626587,0.999999886467351
52,-0.2793256092705955,10,0,0.4598134636878967,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.35738787055015564,1.2033658027648926,0.999999886467351
53,-0.27932560927059563,10,0,0.42815723121166227,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.3337847888469696,1.203310489654541,0.999999886467351
54,2.408434919925785,1,1,0.32944104075431824,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.32944104075431824,1.2033041715621948,0.999999886467351
55,1.2467346701436832,8,1,0.5360121838748455,2,0.25,0,33,4.125,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4281395375728607,1.203298807144165,0.999999886467351
56,2.2167346701436834,1,1,0.35716384649276733,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.35716384649276733,1.2032978534698486,0.999999886467351
57,-0.23932560927059549,10,0,0.5875148326158524,2,0.2,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,0.45360293984413147,1.203302264213562,0.999999886467351
58,-0.20932560927059551,10,0,0.7614996254444122,1,0.1,0,33,3.3,1.0499999523162842,1.0500000715255737,33.210000002384184,1.1721322536468506,1.203318476676941,0.999999886467351
59,2.02,1,1,0.4743712842464447,1,1.0,0,33,33.0,1.0499999523162842,1.0500000715255737,33.210000002384184,0.4743712842464447,1.2033311128616333,0.999999886467351
