# Direct brain oscillations (no synthetic overlay)
t,motor,sensory,thalamus,cerebellum,parietal,pfc,limbic,hippocampus,insula,basal_ganglia,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10
0,0.7044305801391602,0.6202424168586731,2.2460217475891113,1.2460466623306274,0.5250073671340942,3.5295066833496094,0.7460217475891113,0.746304988861084,0.5292561054229736,-0.3455626368522644,4.039004325866699,2.6575264930725098,5.231891632080078,1.6474709510803223,-1.625208854675293,11.196657180786133,-8.457469940185547,-7.209899425506592,1.545858383178711,-1.2643518447875977
1,1.398073434829712,-0.4183540642261505,1.3465254306793213,0.34657546877861023,-0.5050121545791626,5.135133266448975,-0.15347453951835632,-0.15265154838562012,0.8062573671340942,0.3480900228023529,14.54311752319336,9.029248237609863,15.175960540771484,-4.349628448486328,-6.144247055053711,3.5797910690307617,-6.315265655517578,-12.152316093444824,-3.6785616874694824,-14.763381004333496
2,1.0449734926223755,0.09623011201620102,0.7855516672134399,-0.21437335014343262,0.021154556423425674,4.574133396148682,-0.7144483327865601,-0.7129412293434143,1.0510534048080444,-0.004996136762201786,16.84742546081543,3.486537456512451,15.162066459655762,-0.41891729831695557,-5.1527581214904785,0.1516329050064087,-10.993576049804688,-15.232795715332031,-5.927130699157715,-9.719970703125
3,0.7069892883300781,0.6221102476119995,1.8004536628723145,0.8005536198616028,0.5609386563301086,5.5890116691589355,0.30045369267463684,0.30316001176834106,1.0692681074142456,-0.34296441078186035,16.110700607299805,7.3925652503967285,15.075855255126953,-2.4393086433410645,-7.7140302658081055,1.8876664638519287,-9.428287506103516,-8.737751960754395,-9.330626487731934,-6.969621658325195
4,1.4005225896835327,-0.41644522547721863,2.1526377201080322,1.1527628898620605,-0.461963027715683,5.941173076629639,0.6526378393173218,0.657017707824707,0.9522303938865662,0.3505863845348358,18.603506088256836,12.373700141906738,19.94224739074707,2.385744571685791,-5.947588920593262,12.165971755981445,-7.251498222351074,-14.482691764831543,-6.830042362213135,-17.19573974609375
5,1.0399478673934937,0.09246037900447845,1.0652830600738525,0.06543310731649399,0.06385970115661621,4.853796482086182,-0.4347169101238251,-0.42798152565956116,0.6901435256004333,-0.009970320388674736,19.063560485839844,5.14987325668335,10.583734512329102,2.172609567642212,-0.03122234344482422,4.558424472808838,-11.392507553100586,-13.283766746520996,0.1745290756225586,-12.621685028076172
6,0.7096021771430969,0.6239574551582336,0.936793863773346,-0.06303112953901291,0.613120436668396,4.725286960601807,-0.563206136226654,-0.5534824728965759,0.2965953052043915,-0.3402974307537079,14.21174430847168,8.222412109375,13.722856521606445,3.0916991233825684,-5.6098785400390625,6.788212299346924,-12.381503105163574,-11.36440372467041,-7.705416679382324,-11.914291381835938
7,1.402916431427002,-0.41451600193977356,2.050581932067871,1.0507818460464478,-0.4070826470851898,5.839056015014648,0.5505819320678711,0.563858687877655,-0.10908269882202148,0.3530346155166626,15.799439430236816,12.958354949951172,16.08726692199707,9.127168655395508,-2.554521083831787,8.083773612976074,-13.455015182495117,-22.779409408569336,-3.4255733489990234,-15.785049438476562
8,1.0349239110946655,0.08869093656539917,1.949938178062439,0.9501632452011108,0.1146199032664299,5.738394260406494,0.44993823766708374,0.46729812026023865,-0.5474158525466919,-0.014940710738301277,9.719496726989746,19.99707794189453,11.30852222442627,6.811739921569824,-3.555209159851074,20.683298110961914,-12.768949508666992,-20.11948585510254,-2.139810085296631,-19.32308578491211
9,0.7122687697410583,0.6257839798927307,0.856855034828186,-0.14289501309394836,0.6702015995979309,4.645293235778809,-0.643144965171814,-0.6211816072463989,-0.7560009360313416,-0.3375791311264038,10.88709545135498,13.65975284576416,5.758376598358154,5.583256244659424,-2.815185070037842,13.178305625915527,-12.892263412475586,-20.375904083251953,-4.128420829772949,-17.483890533447266
